assetno,descr,svcdate,cost,boyaccumdepr,depr2013,yecccumdepr,taxnbv,deprmeth,life,propno,group,yearsinsvc,remyears,diminimusnbv,supervision,suprnbv
92,360_F_Office/Clubroom Furniture              ,2/15/2007,4871.25,4871.25,0.00,4871.25,0.00,200DB,5.0,360,Furniture & Fixtures,6.88,-1.88,0.00,N,0.00
93,360_C_Exterior Lightings                     ,3/15/2007,1930.00,406.46,70.18,476.64,1453.36,S/L,27.5,360,Capital Improvements,6.80,20.70,0.00,N,0.00
94,360_C_Lum Sum Mailhouses                     ,3/15/2007,350.00,73.73,12.73,86.46,263.54,S/L,27.5,360,Capital Improvements,6.80,20.70,0.00,N,0.00
95,360_C_Supervision                            ,3/15/2007,320.25,67.47,11.65,79.12,241.13,S/L,27.5,360,Capital Improvements,6.80,20.70,0.00,Y,241.13
96,360_C_Plumbing                               ,3/15/2007,2295.00,483.32,83.45,566.77,1728.23,S/L,27.5,360,Capital Improvements,6.80,20.70,0.00,N,0.00
97,360_E_Refrigerator/Icemaker                  ,3/15/2007,1904.12,1904.12,0.00,1904.12,0.00,200DB,5.0,360,Equipment,6.80,-1.80,0.00,N,0.00
98,360_E_Dell Computer                          ,3/15/2007,997.50,997.50,0.00,997.50,0.00,200DB,5.0,360,Equipment,6.80,-1.80,0.00,N,0.00
99,360_E_Dell Computer                          ,3/15/2007,1970.28,1970.28,0.00,1970.28,0.00,200DB,5.0,360,Equipment,6.80,-1.80,0.00,N,0.00
100,360_C_Brick & Foundation Repairs             ,4/15/2007,3272.00,679.18,118.98,798.16,2473.84,S/L,27.5,360,Capital Improvements,6.72,20.78,0.00,N,0.00
101,360_E_Air Conditioning & Heat                ,4/15/2007,2390.80,496.28,86.94,583.22,1807.58,S/L,27.5,360,Equipment,6.72,20.78,0.00,N,0.00
102,360_E_Miscellaneous Asset Replacements       ,4/15/2007,1638.16,1638.16,0.00,1638.16,0.00,200DB,5.0,360,Equipment,6.72,-1.72,0.00,N,0.00
103,360_E_Range/Ventahood                        ,4/15/2007,277.13,277.13,0.00,277.13,0.00,200DB,5.0,360,Equipment,6.72,-1.72,0.00,N,0.00
104,360_E_Refrigerator/Icemaker                  ,4/15/2007,431.91,431.91,0.00,431.91,0.00,200DB,5.0,360,Equipment,6.72,-1.72,0.00,N,0.00
105,360_C_Paving & Marking                       ,5/15/2007,3023.50,1327.42,178.53,1505.95,1517.55,150DB,15.0,360,Capital Improvements,6.64,8.36,0.00,N,0.00
106,360_C_Supervision                            ,5/15/2007,2911.79,595.58,105.88,701.46,2210.33,S/L,27.5,360,Capital Improvements,6.64,20.86,0.00,Y,2210.33
107,360_C_Plumbing                               ,5/15/2007,38573.50,7890.02,1402.67,9292.69,29280.81,S/L,27.5,360,Capital Improvements,6.64,20.86,0.00,N,0.00
108,360_E_Air Conditioning & Heat                ,5/15/2007,591.30,120.94,21.50,142.44,448.86,S/L,27.5,360,Equipment,6.64,20.86,0.00,N,0.00
109,360_E_Range/Ventahood                        ,5/15/2007,37.70,37.70,0.00,37.70,0.00,200DB,5.0,360,Equipment,6.64,-1.64,0.00,N,0.00
110,360_E_Refrigerator/Icemaker                  ,5/15/2007,1295.75,1295.75,0.00,1295.75,0.00,200DB,5.0,360,Equipment,6.64,-1.64,0.00,N,0.00
111,360_fan coil motor                           ,6/1/2007,455.48,455.48,0.00,455.48,0.00,200DB,5.0,360,Equipment,6.59,-1.59,0.00,N,0.00
112,360_13 seer goodman                          ,6/4/2007,546.96,110.22,19.89,130.11,416.85,S/L,27.5,360,Equipment,6.58,20.92,0.00,N,0.00
113,360_Plumbing                                 ,6/6/2007,205.68,41.45,7.48,48.93,156.75,S/L,27.5,360,Capital Improvements,6.58,20.92,0.00,N,0.00
114,360_3-refrigerators                          ,6/6/2007,1295.75,1295.75,0.00,1295.75,0.00,200DB,5.0,360,Equipment,6.58,-1.58,0.00,N,0.00
115,360_Refrigerator/Icemaker                    ,6/11/2007,978.58,978.58,0.00,978.58,0.00,200DB,5.0,360,Equipment,6.56,-1.56,0.00,N,0.00
116,360_Remv. 5 trees re-landscape               ,6/14/2007,6137.78,2694.70,362.43,3057.13,3080.65,150DB,15.0,360,Capital Improvements,6.55,8.45,0.00,N,0.00
117,360_Air Conditioning & Heating               ,6/14/2007,545.58,109.95,19.84,129.79,415.79,S/L,27.5,360,Equipment,6.55,20.95,0.00,N,0.00
118,360_Supervision                              ,6/30/2007,444.04,89.50,16.15,105.65,338.39,S/L,27.5,360,Capital Improvements,6.51,20.99,0.00,Y,338.39
119,360 C_Lum Sum Office Improvements-Basis Adj  ,7/1/2007,-7300.00,-1448.92,-265.45,-1714.37,-5585.63,S/L,27.5,360,Capital Improvements,6.51,20.99,-5585.63,N,0.00
120,360_13 Seer 1.5 Ton Compressor               ,7/5/2007,545.58,108.29,19.84,128.13,417.45,S/L,27.5,360,Equipment,6.50,21.00,0.00,N,0.00
121,360_3-Refrigerators                          ,7/6/2007,1295.75,1295.75,0.00,1295.75,0.00,200DB,5.0,360,Equipment,6.49,-1.49,0.00,N,0.00
122,360_Icemaker                                 ,7/9/2007,79.77,79.77,0.00,79.77,0.00,200DB,5.0,360,Equipment,6.48,-1.48,0.00,N,0.00
123,360_Dishwasher                               ,7/10/2007,227.59,227.59,0.00,227.59,0.00,200DB,5.0,360,Equipment,6.48,-1.48,0.00,N,0.00
124,360_1.5 Ton 13 Seer                          ,7/11/2007,545.58,108.29,19.84,128.13,417.45,S/L,27.5,360,Equipment,6.48,21.02,0.00,N,0.00
125,360_Installed 326' new sidewalk              ,7/12/2007,2976.00,1306.56,175.73,1482.29,1493.71,150DB,15.0,360,Capital Improvements,6.48,8.52,0.00,N,0.00
126,360_Installed 326' new sidewalk              ,7/12/2007,4000.00,1756.14,236.20,1992.34,2007.66,150DB,15.0,360,Capital Improvements,6.48,8.52,0.00,N,0.00
127,360_Universal Icemaker                       ,7/16/2007,91.19,91.19,0.00,91.19,0.00,200DB,5.0,360,Equipment,6.47,-1.47,0.00,N,0.00
128,A/C 1.5 ton                                  ,7/26/2007,545.58,108.29,19.84,128.13,417.45,S/L,27.5,360,Equipment,6.44,21.06,0.00,N,0.00
129,360_Range Hood                               ,7/26/2007,37.70,37.70,0.00,37.70,0.00,200DB,5.0,360,Equipment,6.44,-1.44,0.00,N,0.00
130,360_Supervision                              ,7/31/2007,488.32,96.94,17.76,114.70,373.62,S/L,27.5,360,Capital Improvements,6.42,21.08,0.00,Y,373.62
131,360_Goof off maski                           ,8/3/2007,545.58,106.64,19.84,126.48,419.10,S/L,27.5,360,Equipment,6.42,21.08,0.00,N,0.00
132,360_drier sweat fit                          ,8/7/2007,545.58,106.64,19.84,126.48,419.10,S/L,27.5,360,Equipment,6.41,21.09,0.00,N,0.00
133,360_13 seer condens                          ,8/14/2007,545.58,106.64,19.84,126.48,419.10,S/L,27.5,360,Equipment,6.39,21.11,0.00,N,0.00
134,360_blk spray paint                          ,8/15/2007,545.58,106.64,19.84,126.48,419.10,S/L,27.5,360,Equipment,6.38,21.12,0.00,N,0.00
135,360_ac unit                                  ,8/15/2007,545.58,106.64,19.84,126.48,419.10,S/L,27.5,360,Equipment,6.38,21.12,0.00,N,0.00
136,360_suction line dr                          ,8/15/2007,545.58,106.64,19.84,126.48,419.10,S/L,27.5,360,Equipment,6.38,21.12,0.00,N,0.00
137,360_refrigerators                            ,8/15/2007,1295.75,1295.75,0.00,1295.75,0.00,200DB,5.0,360,Equipment,6.38,-1.38,0.00,N,0.00
138,360_ac unit                                  ,8/15/2007,227.58,44.50,8.28,52.78,174.80,S/L,27.5,360,Equipment,6.38,21.12,0.00,N,0.00
139,360_Landscaping service improvmnts           ,8/21/2007,6489.59,2849.15,383.20,3232.35,3257.24,150DB,15.0,360,Capital Improvements,6.37,8.63,0.00,N,0.00
140,360_Removal 2ct tree service                 ,8/21/2007,710.39,311.89,41.95,353.84,356.55,150DB,15.0,360,Capital Improvements,6.37,8.63,0.00,N,0.00
141,360_Const. Supervision                       ,8/31/2007,504.00,98.52,18.33,116.85,387.15,S/L,27.5,360,Capital Improvements,6.34,21.16,0.00,Y,387.15
142,360_dehumidifier                             ,9/4/2007,175.69,33.81,6.39,40.20,135.49,S/L,27.5,360,Equipment,6.33,21.17,135.49,N,0.00
143,360_dishwasher                               ,9/13/2007,758.83,758.83,0.00,758.83,0.00,200DB,5.0,360,Equipment,6.30,-1.30,0.00,N,0.00
144,360_dishwasher                               ,9/13/2007,217.58,217.58,0.00,217.58,0.00,200DB,5.0,360,Equipment,6.30,-1.30,0.00,N,0.00
145,360_3 1.5 Condensers                         ,9/27/2007,1636.74,314.96,59.52,374.48,1262.26,S/L,27.5,360,Equipment,6.27,21.23,0.00,N,0.00
146,360_2stove 1 cord                            ,10/4/2007,544.00,544.00,0.00,544.00,0.00,200DB,5.0,360,Equipment,6.25,-1.25,0.00,N,0.00
147,360_2stove 1 cord                            ,10/4/2007,999.65,999.65,0.00,999.65,0.00,200DB,5.0,360,Equipment,6.25,-1.25,0.00,N,0.00
148,360_13 seer ton conden                       ,10/12/2007,1150.70,217.92,41.84,259.76,890.94,S/L,27.5,360,Equipment,6.22,21.28,0.00,N,0.00
149,360_3-refrigerators                          ,11/8/2007,1474.37,1474.37,0.00,1474.37,0.00,200DB,5.0,360,Equipment,6.15,-1.15,0.00,N,0.00
150,360_2 refrigerators                          ,12/1/2007,982.91,982.91,0.00,982.91,0.00,200DB,5.0,360,Equipment,6.09,-1.09,0.00,N,0.00
151,360_Gas Blower                               ,1/4/2008,174.75,169.72,5.03,174.75,0.00,200DB,5.0,360,Equipment,5.99,-0.99,0.00,N,0.00
152,360_2-refrigerators                          ,1/15/2008,982.91,954.60,28.31,982.91,0.00,200DB,5.0,360,Equipment,5.96,-0.96,0.00,N,0.00
153,360_Stove                                    ,1/15/2008,388.62,377.43,11.19,388.62,0.00,200DB,5.0,360,Equipment,5.96,-0.96,0.00,N,0.00
154,360_3-Refrigerators                          ,2/1/2008,1422.41,1381.44,40.97,1422.41,0.00,200DB,5.0,360,Equipment,5.92,-0.92,0.00,N,0.00
155,360_Dishwasher                               ,2/1/2008,208.92,202.90,6.02,208.92,0.00,200DB,5.0,360,Equipment,5.92,-0.92,0.00,N,0.00
156,360_Venthoods-2                              ,2/1/2008,74.62,72.47,2.15,74.62,0.00,200DB,5.0,360,Equipment,5.92,-0.92,0.00,N,0.00
157,360_Pool pump & accessories                  ,2/15/2008,754.59,519.42,23.52,542.94,211.65,150DB,15.0,360,Capital Improvements,5.88,9.12,0.00,N,0.00
158,360_Window screens & door slides             ,2/15/2008,3071.32,544.44,111.68,656.12,2415.20,S/L,27.5,360,Capital Improvements,5.88,21.62,0.00,N,0.00
159,360_Supervision 2/08                         ,2/29/2008,382.59,67.81,13.91,81.72,300.87,S/L,27.5,360,Capital Improvements,5.84,21.66,0.00,Y,300.87
160,360_A/C Unit                                 ,3/1/2008,602.74,105.03,21.92,126.95,475.79,S/L,27.5,360,Capital Improvements,5.84,21.66,0.00,N,0.00
161,360_Repairs to brick @bldgs 1-20             ,3/10/2008,4156.00,724.16,151.13,875.29,3280.71,S/L,27.5,360,Capital Improvements,5.81,21.69,0.00,N,0.00
162,360_Supervision 3/08                         ,3/31/2008,415.60,72.40,15.11,87.51,328.09,S/L,27.5,360,Capital Improvements,5.76,21.74,0.00,Y,328.09
163,360_1.5 Ton Condenser-4                      ,4/1/2008,2410.94,412.78,87.67,500.45,1910.49,S/L,27.5,360,Capital Improvements,5.75,21.75,0.00,N,0.00
164,360_Pavement &Restripe parking lot           ,4/1/2008,15593.00,10733.49,485.95,11219.44,4373.56,150DB,15.0,360,Capital Improvements,5.75,9.25,0.00,N,0.00
165,360_Sidewalk                                 ,4/1/2008,4340.00,2987.45,135.26,3122.71,1217.29,150DB,15.0,360,Capital Improvements,5.75,9.25,0.00,N,0.00
166,360_Dishwasher                               ,4/15/2008,224.07,217.62,6.45,224.07,0.00,200DB,5.0,360,Equipment,5.72,-0.72,0.00,N,0.00
167,360_Range                                    ,4/15/2008,389.16,377.95,11.21,389.16,0.00,200DB,5.0,360,Equipment,5.72,-0.72,0.00,N,0.00
168,360_Refigerators-2                           ,4/15/2008,1043.00,1012.96,30.04,1043.00,0.00,200DB,5.0,360,Equipment,5.72,-0.72,0.00,N,0.00
169,360_Supervision 4/08                         ,4/30/2008,1993.30,341.26,72.48,413.74,1579.56,S/L,27.5,360,Capital Improvements,5.67,21.83,0.00,Y,1579.56
170,360_Dishwasher                               ,5/8/2008,224.00,217.55,6.45,224.00,0.00,200DB,5.0,360,Equipment,5.65,-0.65,0.00,N,0.00
171,360_Range                                    ,5/8/2008,388.61,377.42,11.19,388.61,0.00,200DB,5.0,360,Equipment,5.65,-0.65,0.00,N,0.00
172,360_Refrigerators-2                          ,5/8/2008,1043.62,1013.56,30.06,1043.62,0.00,200DB,5.0,360,Equipment,5.65,-0.65,0.00,N,0.00
173,360_Condenser                                ,5/9/2008,540.17,90.84,19.64,110.48,429.69,S/L,27.5,360,Capital Improvements,5.65,21.85,0.00,N,0.00
174,360_Gate operators                           ,5/16/2008,4945.40,3404.19,154.12,3558.31,1387.09,150DB,15.0,360,Capital Improvements,5.63,9.37,0.00,N,0.00
175,360_Install new gate                         ,5/16/2008,3439.27,2367.44,107.18,2474.62,964.65,150DB,15.0,360,Capital Improvements,5.63,9.37,0.00,N,0.00
176,360_1.5 ton condenser                        ,5/21/2008,540.17,90.84,19.64,110.48,429.69,S/L,27.5,360,Capital Improvements,5.62,21.88,0.00,N,0.00
177,360_1.5 ton condenser                        ,5/21/2008,540.17,90.84,19.64,110.48,429.69,S/L,27.5,360,Capital Improvements,5.62,21.88,0.00,N,0.00
178,360_Brickwork- repairs                       ,5/21/2008,4156.00,698.97,151.13,850.10,3305.90,S/L,27.5,360,Capital Improvements,5.62,21.88,0.00,N,0.00
179,360_Supervision 5/08                         ,5/31/2008,1053.07,177.09,38.29,215.38,837.69,S/L,27.5,360,Capital Improvements,5.59,21.91,0.00,Y,837.69
180,360_Refrigerators-2                          ,6/11/2008,1043.53,1013.48,30.05,1043.53,0.00,200DB,5.0,360,Equipment,5.56,-0.56,0.00,N,0.00
181,360_Instal pro temps on 3 boilers            ,6/12/2008,21148.60,3492.72,769.04,4261.76,16886.84,S/L,27.5,360,Capital Improvements,5.56,21.94,0.00,N,0.00
182,360_Condensers-7                             ,6/23/2008,3781.16,624.48,137.50,761.98,3019.18,S/L,27.5,360,Capital Improvements,5.53,21.97,0.00,N,0.00
183,360_Air Handler                              ,6/30/2008,931.09,153.78,33.86,187.64,743.45,S/L,27.5,360,Capital Improvements,5.51,21.99,0.00,N,0.00
184,360_Supervision 6/08                         ,6/30/2008,2114.86,349.26,76.90,426.16,1688.70,S/L,27.5,360,Capital Improvements,5.51,21.99,0.00,Y,1688.70
185,360_A/C Units-8                              ,7/11/2008,4561.79,739.55,165.88,905.43,3656.36,S/L,27.5,360,Capital Improvements,5.48,22.02,0.00,N,0.00
186,360_Refrigerators-3                          ,8/13/2008,1565.30,1520.22,45.08,1565.30,0.00,200DB,5.0,360,Equipment,5.39,-0.39,0.00,N,0.00
187,360_Condensers-6                             ,8/27/2008,3598.25,572.47,130.85,703.32,2894.93,S/L,27.5,360,Capital Improvements,5.35,22.15,0.00,N,0.00
188,360_goodman 1.5 ton                          ,9/2/2008,2160.68,337.20,78.57,415.77,1744.91,S/L,27.5,360,Capital Improvements,5.33,22.17,0.00,N,0.00
189,360_2 refrigerators                          ,9/3/2008,1043.53,1013.48,30.05,1043.53,0.00,200DB,5.0,360,Equipment,5.33,-0.33,0.00,N,0.00
190,360_Pool leaf rake                           ,9/8/2008,61.83,42.57,1.93,44.50,17.33,150DB,15.0,360,Capital Improvements,5.32,9.68,17.33,N,0.00
191,360_2-refrigerators                          ,10/1/2008,1043.53,1013.48,30.05,1043.53,0.00,200DB,5.0,360,Equipment,5.25,-0.25,0.00,N,0.00
192,300_AC units                                 ,10/21/2008,1620.50,248.00,58.93,306.93,1313.57,S/L,27.5,360,Capital Improvements,5.20,22.30,0.00,N,0.00
193,360_Loan Costs                               ,11/1/2008,12500.00,5208.33,1250.00,6458.33,6041.67,Amort,10.0,360,Loan Cost,5.17,4.83,0.00,N,0.00
194,360_3 Refrigerators                          ,11/10/2008,1565.30,1520.22,45.08,1565.30,0.00,200DB,5.0,360,Equipment,5.14,-0.14,0.00,N,0.00
195,360_Dryer                                    ,11/11/2008,540.17,524.61,15.56,540.17,0.00,200DB,5.0,360,Equipment,5.14,-0.14,0.00,N,0.00
196,360_Loan Costs                               ,11/30/2008,147073.25,61280.54,14707.33,75987.87,71085.38,Amort,10.0,360,Loan Cost,5.09,4.91,0.00,N,0.00
197,360_1 Stove                                  ,12/17/2008,389.00,377.80,11.20,389.00,0.00,200DB,5.0,360,Equipment,5.04,-0.04,0.00,N,0.00
198,360_2-dishwashers                            ,12/17/2008,448.00,435.10,12.90,448.00,0.00,200DB,5.0,360,Equipment,5.04,-0.04,0.00,N,0.00
199,360_4- Refrigerator                          ,12/17/2008,2086.83,2026.73,60.10,2086.83,0.00,200DB,5.0,360,Equipment,5.04,-0.04,0.00,N,0.00
200,360_Parking lot paving                       ,12/31/2008,1900.00,1307.87,59.21,1367.08,532.92,150DB,15.0,360,Capital Improvements,5.00,10.00,0.00,N,0.00
201,360_1 Stove                                  ,2/3/2009,421.00,384.63,24.25,408.88,12.12,200DB,5.0,360,Equipment,4.91,0.09,0.00,N,0.00
202,360_2 Refrigerators                          ,2/3/2009,1160.53,1060.26,66.85,1127.11,33.42,200DB,5.0,360,Equipment,4.91,0.09,0.00,N,0.00
203,360_Asphalt Repairs                          ,2/3/2009,1900.00,1242.08,65.79,1307.87,592.13,150DB,15.0,360,Capital Improvements,4.91,10.09,0.00,N,0.00
204,360_Fire Sprinklers                          ,2/11/2009,4200.10,591.83,152.73,744.56,3455.54,S/L,27.5,360,Capital Improvements,4.89,22.61,0.00,N,0.00
205,360_AC Unit                                  ,2/18/2009,540.17,76.11,19.64,95.75,444.42,S/L,27.5,360,Equipment,4.87,22.63,0.00,N,0.00
206,360_Air Handler                              ,3/17/2009,1134.46,156.41,41.25,197.66,936.80,S/L,27.5,360,Equipment,4.79,22.71,0.00,N,0.00
207,360_Refrigerator                             ,3/25/2009,580.22,530.09,33.42,563.51,16.71,200DB,5.0,360,Equipment,4.77,0.23,0.00,N,0.00
208,360_Resurfacing                              ,3/25/2009,6055.00,3958.31,209.67,4167.98,1887.02,150DB,15.0,360,Capital Improvements,4.77,10.23,0.00,N,0.00
209,360_4 Dishwashers                            ,4/1/2009,1008.89,921.72,58.11,979.83,29.06,200DB,5.0,360,Equipment,4.75,0.25,0.00,N,0.00
210,360_4 Refrigerators                          ,4/1/2009,2320.88,2120.35,133.69,2254.04,66.84,200DB,5.0,360,Equipment,4.75,0.25,0.00,N,0.00
211,360_2 refrigerators                          ,5/7/2009,1132.30,1034.47,65.22,1099.69,32.61,200DB,5.0,360,Equipment,4.65,0.35,0.00,N,0.00
212,360_AC Unit                                  ,5/27/2009,601.69,79.31,21.88,101.19,500.50,S/L,27.5,360,Equipment,4.60,22.90,0.00,N,0.00
213,360_AC Units                                 ,6/4/2009,2277.41,293.29,82.81,376.10,1901.31,S/L,27.5,360,Equipment,4.58,22.92,0.00,N,0.00
214,360_Range Hood                               ,6/17/2009,40.20,36.73,2.31,39.04,1.16,200DB,5.0,360,Equipment,4.54,0.46,1.16,N,0.00
215,360_Foundation Rpr                           ,6/22/2009,33960.00,4373.64,1234.91,5608.55,28351.45,S/L,27.5,360,Capital Improvements,4.53,22.97,0.00,N,0.00
216,360_Supervision                              ,6/30/2009,3396.00,437.36,123.49,560.85,2835.15,S/L,27.5,360,Capital Improvements,4.51,22.99,0.00,Y,2835.15
217,360_AC Units                                 ,7/1/2009,3203.12,402.83,116.48,519.31,2683.81,S/L,27.5,360,Equipment,4.50,23.00,0.00,N,0.00
218,360_Dishwasher                               ,7/22/2009,256.68,234.50,14.79,249.29,7.39,200DB,5.0,360,Equipment,4.45,0.55,0.00,N,0.00
219,360_Parking Lot Resurface                    ,7/22/2009,618.00,404.01,21.40,425.41,192.59,150DB,15.0,360,Capital Improvements,4.45,10.55,0.00,N,0.00
220,360_Refrigerator                             ,7/22/2009,1132.30,1034.47,65.22,1099.69,32.61,200DB,5.0,360,Equipment,4.45,0.55,0.00,N,0.00
221,360_Supervision                              ,7/31/2009,61.80,7.78,2.25,10.03,51.77,S/L,27.5,360,Capital Improvements,4.42,23.08,51.77,Y,51.77
222,360_AC Unit                                  ,8/18/2009,1047.86,128.59,38.10,166.69,881.17,S/L,27.5,360,Equipment,4.37,23.13,0.00,N,0.00
223,360_Refrigerators                            ,8/18/2009,2764.70,2525.83,159.25,2685.08,79.62,200DB,5.0,360,Equipment,4.37,0.63,0.00,N,0.00
224,360_Dishwasher                               ,8/26/2009,504.45,460.87,29.05,489.92,14.53,200DB,5.0,360,Equipment,4.35,0.65,0.00,N,0.00
